Job 3: processing InsertPeg
  h5_file:    data/robomme_data_h5/record_dataset_InsertPeg.h5
  output_dir: data/robomme_preprocessed_data/per_task/InsertPeg
  hostname:   ig-88.cc.gatech.edu
  started:    Fri Apr 17 05:07:09 PM EDT 2026
Processing file: record_dataset_InsertPeg.h5
Episode 0: timesteps=475, exec_start=238, kept_indices=446, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 1: timesteps=568, exec_start=284, kept_indices=665, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 2: timesteps=478, exec_start=240, kept_indices=494, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 3: timesteps=434, exec_start=217, kept_indices=871, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 4: timesteps=482, exec_start=241, kept_indices=653, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 5: timesteps=492, exec_start=247, kept_indices=549, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 6: timesteps=514, exec_start=253, kept_indices=425, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 7: timesteps=486, exec_start=242, kept_indices=741, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 8: timesteps=458, exec_start=229, kept_indices=551, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 9: timesteps=502, exec_start=250, kept_indices=338, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 10: timesteps=454, exec_start=227, kept_indices=713, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 11: timesteps=494, exec_start=247, kept_indices=490, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 12: timesteps=466, exec_start=233, kept_indices=542, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 13: timesteps=466, exec_start=233, kept_indices=800, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 14: timesteps=441, exec_start=222, kept_indices=818, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 15: timesteps=446, exec_start=223, kept_indices=701, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 16: timesteps=538, exec_start=269, kept_indices=489, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 17: timesteps=460, exec_start=230, kept_indices=500, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 18: timesteps=476, exec_start=238, kept_indices=457, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 19: timesteps=452, exec_start=226, kept_indices=532, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 20: timesteps=584, exec_start=291, kept_indices=586, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 21: timesteps=492, exec_start=246, kept_indices=565, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 22: timesteps=488, exec_start=243, kept_indices=768, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 23: timesteps=414, exec_start=207, kept_indices=539, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 24: timesteps=477, exec_start=240, kept_indices=467, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 25: timesteps=498, exec_start=249, kept_indices=471, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 26: timesteps=466, exec_start=233, kept_indices=867, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 27: timesteps=482, exec_start=241, kept_indices=576, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 28: timesteps=464, exec_start=232, kept_indices=626, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 29: timesteps=477, exec_start=242, kept_indices=960, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 30: timesteps=434, exec_start=214, kept_indices=517, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 31: timesteps=456, exec_start=227, kept_indices=441, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 32: timesteps=446, exec_start=223, kept_indices=489, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 33: timesteps=481, exec_start=241, kept_indices=637, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 34: timesteps=497, exec_start=243, kept_indices=872, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 35: timesteps=444, exec_start=222, kept_indices=397, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 36: timesteps=450, exec_start=222, kept_indices=510, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 37: timesteps=481, exec_start=240, kept_indices=562, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 38: timesteps=530, exec_start=265, kept_indices=449, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 39: timesteps=434, exec_start=217, kept_indices=554, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 40: timesteps=474, exec_start=237, kept_indices=491, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 41: timesteps=516, exec_start=258, kept_indices=533, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 42: timesteps=488, exec_start=243, kept_indices=445, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 43: timesteps=462, exec_start=231, kept_indices=618, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 44: timesteps=486, exec_start=243, kept_indices=425, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 45: timesteps=406, exec_start=203, kept_indices=547, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 46: timesteps=478, exec_start=239, kept_indices=894, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 47: timesteps=554, exec_start=277, kept_indices=497, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 48: timesteps=464, exec_start=232, kept_indices=550, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 49: timesteps=440, exec_start=220, kept_indices=373, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 50: timesteps=430, exec_start=215, kept_indices=616, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 51: timesteps=465, exec_start=232, kept_indices=466, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 52: timesteps=488, exec_start=244, kept_indices=528, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 53: timesteps=502, exec_start=251, kept_indices=530, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 54: timesteps=482, exec_start=241, kept_indices=570, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 55: timesteps=488, exec_start=241, kept_indices=488, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 56: timesteps=488, exec_start=244, kept_indices=499, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 57: timesteps=486, exec_start=241, kept_indices=526, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 58: timesteps=472, exec_start=236, kept_indices=848, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 59: timesteps=454, exec_start=227, kept_indices=819, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 60: timesteps=482, exec_start=241, kept_indices=669, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 61: timesteps=546, exec_start=273, kept_indices=562, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 62: timesteps=460, exec_start=230, kept_indices=589, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 63: timesteps=499, exec_start=248, kept_indices=669, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 64: timesteps=432, exec_start=216, kept_indices=594, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 65: timesteps=488, exec_start=244, kept_indices=468, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 66: timesteps=442, exec_start=221, kept_indices=534, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 67: timesteps=450, exec_start=225, kept_indices=625, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 68: timesteps=426, exec_start=213, kept_indices=435, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 69: timesteps=464, exec_start=232, kept_indices=778, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 70: timesteps=496, exec_start=248, kept_indices=512, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 71: timesteps=464, exec_start=232, kept_indices=430, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 72: timesteps=524, exec_start=262, kept_indices=559, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 73: timesteps=494, exec_start=246, kept_indices=588, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 74: timesteps=458, exec_start=229, kept_indices=644, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 75: timesteps=454, exec_start=227, kept_indices=609, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 76: timesteps=458, exec_start=229, kept_indices=624, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 77: timesteps=472, exec_start=236, kept_indices=573, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 78: timesteps=490, exec_start=249, kept_indices=504, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 79: timesteps=502, exec_start=251, kept_indices=446, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 80: timesteps=478, exec_start=239, kept_indices=387, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 81: timesteps=586, exec_start=293, kept_indices=422, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 82: timesteps=416, exec_start=208, kept_indices=510, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 83: timesteps=560, exec_start=280, kept_indices=702, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 84: timesteps=490, exec_start=245, kept_indices=419, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 85: timesteps=420, exec_start=210, kept_indices=468, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 86: timesteps=444, exec_start=222, kept_indices=507, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 87: timesteps=431, exec_start=215, kept_indices=514, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 88: timesteps=503, exec_start=251, kept_indices=499, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 89: timesteps=492, exec_start=246, kept_indices=630, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 90: timesteps=525, exec_start=264, kept_indices=502, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 91: timesteps=476, exec_start=238, kept_indices=471, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 92: timesteps=462, exec_start=231, kept_indices=527, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 93: timesteps=462, exec_start=231, kept_indices=510, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 94: timesteps=516, exec_start=258, kept_indices=438, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 95: timesteps=478, exec_start=239, kept_indices=569, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 96: timesteps=466, exec_start=233, kept_indices=536, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
Episode 97: timesteps=490, exec_start=246, kept_indices=833, task_goal='watch the video carefully, then grasp the same end of the same peg you've picked before and insert it into the same side of the box'
